web-scraper-order,web-scraper-start-url,course_link,course_link-href,skills,description,title
"1574262700-1205","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=27&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","AI Capstone Project with Deep LearningIBMCOURSEAdvanced LevelAdvanced","https://www.coursera.org/learn/ai-deep-learning-capstone","[]","","AI Capstone Project with Deep Learning"
"1574263406-1399","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=8&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Machine Learning With Big DataUniversity of California San DiegoCOURSE4.6(1,388)36kstudentsMixed LevelMixed","https://www.coursera.org/learn/big-data-machine-learning","[{""skills"":""Machine Learning Concepts""},{""skills"":""Knime""},{""skills"":""Machine Learning""},{""skills"":""Apache Spark""}]","","Machine Learning With Big Data"
"1574263413-1401","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=8&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Machine Learning Using SAS ViyaSASCOURSE4.7(30)2.3kstudentsIntermediate LevelIntermediate","https://www.coursera.org/learn/machine-learning-sas","[]","","Machine Learning Using SAS Viya"
"1574263239-1355","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=12&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course)Hebrew University of JerusalemCOURSE4.9(1,683)80kstudentsMixed LevelMixed","https://www.coursera.org/learn/build-a-computer","[{""skills"":""Logic Gate""},{""skills"":""Computer Architecture""},{""skills"":""Assembly Languages""},{""skills"":""Hardware Description Language (HDL)""}]","","Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course)"
"1574263176-1337","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=14&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Excel to MySQL: Analytic Techniques for BusinessDuke UniversitySPECIALIZATION4.5(9,621)440kstudentsBeginner LevelBeginner","https://www.coursera.org/specializations/excel-mysql","[{""skills"":""Binary Classification""},{""skills"":""Data Analysis""},{""skills"":""Tableau Software""},{""skills"":""SQL""}]","","Excel to MySQL: Analytic Techniques for Business Specialization"
"1574262694-1203","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=27&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Recommender Systems CapstoneUniversity of MinnesotaCOURSE3.8(16)Mixed LevelMixed","https://www.coursera.org/learn/recommeder-systems-capstone","[]","","Recommender Systems Capstone"
"1574262831-1241","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=24&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Building Resilient Streaming Systems on Google Cloud Platform 日本語版Google CloudCOURSE4.8(12)Intermediate LevelIntermediate","https://www.coursera.org/learn/building-resilient-streaming-systems-gcp-jp","[]","","Building Resilient Streaming Systems on Google Cloud Platform 日本語版"
"1574262978-1281","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=20&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Developing Industrial Internet of ThingsUniversity of Colorado BoulderSPECIALIZATION4.4(61)3.8kstudentsIntermediate LevelIntermediate","https://www.coursera.org/specializations/developing-industrial-iot","[{""skills"":""best security practices""},{""skills"":""machine learning and big data analytics""},{""skills"":""leading platforms for IIoT development""},{""skills"":""operating systems in IIoT deployments""},{""skills"":""wireless protocols""}]","","Developing Industrial Internet of Things Specialization"
"1574263111-1319","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=16&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Data Science EthicsUniversity of MichiganCOURSE4.6(112)4.4kstudentsBeginner LevelBeginner","https://www.coursera.org/learn/data-science-ethics","[]","","Data Science Ethics"
"1574262761-1222","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=26&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Data MiningUniversity of Illinois at Urbana-ChampaignSPECIALIZATION4.4(1,651)130kstudentsIntermediate LevelIntermediate","https://www.coursera.org/specializations/data-mining","[{""skills"":""Data Clustering Algorithms""},{""skills"":""Text Mining""},{""skills"":""Data Visualization (DataViz)""},{""skills"":""Data Mining""}]","","Data Mining  Specialization"
"1574263501-1424","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=5&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Translation in PracticeNanjing UniversityCOURSE4.4(31)6.9kstudentsBeginner LevelBeginner","https://www.coursera.org/learn/translation-in-practice","[]","","Translation in Practice"
"1574263085-1312","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=17&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Data Science for Business InnovationEIT Digital COURSE3.7(9)Beginner LevelBeginner","https://www.coursera.org/learn/data-science-for-business-innovation","[{""skills"":""Data Science""},{""skills"":""Business Analytics""},{""skills"":""Decision-Making""},{""skills"":""Data Analysis""},{""skills"":""Big Data""}]","","Data Science for Business Innovation"
"1574263178-1338","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=14&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Master of Science in Data ScienceUniversity of Colorado BoulderDEGREEAn interdisciplinary, applied data science master’s degree with no application. Pass a series of placement tests and get started right away.","https://www.coursera.org/degrees/master-of-science-data-science-boulder","[]","null",""
"1574263055-1304","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=17&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Identifying Patient PopulationsUniversity of Colorado SystemCOURSE4.7(20)Intermediate LevelIntermediate","https://www.coursera.org/learn/computational-phenotyping","[]","","Identifying Patient Populations"
"1574262669-1197","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=28&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Data ScienceJohns Hopkins UniversitySPECIALIZATION4.4(31,373)730kstudentsBeginner LevelBeginner","https://www.coursera.org/specializations/jhu-data-science","[{""skills"":""#1 Specialization""},{""skills"":""Github""},{""skills"":""Machine Learning""},{""skills"":""R Programming""},{""skills"":""Regression Analysis""}]","","Data Science Specialization"
"1574262740-1216","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=26&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","A Complete Reinforcement Learning System (Capstone)Alberta Machine Intelligence InstituteCOURSE4.5(41)Intermediate LevelIntermediate","https://www.coursera.org/learn/complete-reinforcement-learning-system","[{""skills"":""Artificial Intelligence (AI)""},{""skills"":""Machine Learning""},{""skills"":""Reinforcement Learning""},{""skills"":""Function Approximation""},{""skills"":""Intelligent Systems""}]","","A Complete Reinforcement Learning System (Capstone)"
"1574262799-1232","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=25&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Serverless Data Analysis with Google BigQuery and Cloud Dataflow en EspañolGoogle CloudCOURSE4.8(13)Intermediate LevelIntermediate","https://www.coursera.org/learn/serverless-data-analysis-bigquery-cloud-dataflow-gcp-es","[]","","Serverless Data Analysis with Google BigQuery and Cloud Dataflow en Español"
"1574263137-1326","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=15&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Обучение на размеченных данныхYandexCOURSE4.8(2,081)23kstudentsIntermediate LevelIntermediate","https://www.coursera.org/learn/supervised-learning","[{""skills"":""Random Forest""},{""skills"":""Python Programming""},{""skills"":""Machine Learning""},{""skills"":""Supervised Learning""}]","","Обучение на размеченных данных"
"1574262969-1278","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=20&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Data Science at ScaleUniversity of WashingtonSPECIALIZATION4.2(820)70kstudentsIntermediate LevelIntermediate","https://www.coursera.org/specializations/data-science","[{""skills"":""Python Programming""},{""skills"":""R Programming""},{""skills"":""Mapreduce""},{""skills"":""SQL""}]","","Data Science at Scale Specialization"
"1574262933-1269","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=21&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Designing the Future of WorkUNSW Sydney (The University of New South Wales)COURSE4.8(29)2.5kstudentsBeginner LevelBeginner","https://www.coursera.org/learn/designing-future-of-work","[]","","Designing the Future of Work"
"1574262966-1277","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=20&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Natural Language ProcessingNational Research University Higher School of EconomicsCOURSE4.6(499)46kstudentsAdvanced LevelAdvanced","https://www.coursera.org/learn/language-processing","[{""skills"":""Chatterbot""},{""skills"":""Tensorflow""},{""skills"":""Deep Learning""},{""skills"":""Natural Language Processing""}]","","Natural Language Processing"
"1574263372-1390","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=9&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Google Cloud Platform Big Data and Machine Learning Fundamentals em Português BrasileiroGoogle CloudCOURSE4.9(28)Intermediate LevelIntermediate","https://www.coursera.org/learn/gcp-big-data-ml-fundamentals-br","[]","","Google Cloud Platform Big Data and Machine Learning Fundamentals em Português Brasileiro"
"1574263478-1418","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=6&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Scalable Machine Learning on Big Data using Apache SparkIBMCOURSE4(110)2.4kstudentsIntermediate LevelIntermediate","https://www.coursera.org/learn/machine-learning-big-data-apache-spark","[{""skills"":""Data Science""},{""skills"":""Artificial Intelligence (AI)""},{""skills"":""Machine Learning""},{""skills"":""Big Data""},{""skills"":""Spark""}]","","Scalable Machine Learning on Big Data using Apache Spark"
"1574262876-1254","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=22&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Cloud Computing Applications, Part 2: Big Data and Applications in the CloudUniversity of Illinois at Urbana-ChampaignCOURSE4.2(229)17kstudentsMixed LevelMixed","https://www.coursera.org/learn/cloud-applications-part2","[{""skills"":""Graphs""},{""skills"":""Distributed Computing""},{""skills"":""Big Data""},{""skills"":""Machine Learning""}]","","Cloud Computing Applications, Part 2: Big Data and Applications in the Cloud"
"1574263186-1340","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=14&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Computer Science: Programming with a PurposePrinceton UniversityCOURSE4.8(93)7.6kstudentsBeginner LevelBeginner","https://www.coursera.org/learn/cs-programming-java","[{""skills"":""Programming Principles""},{""skills"":""Computer Science""},{""skills"":""Algorithms""},{""skills"":""Java Programming""}]","","Computer Science: Programming with a Purpose"
"1574263120-1322","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=16&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Applied AI with DeepLearningIBMCOURSE4.5(560)29kstudentsAdvanced LevelAdvanced","https://www.coursera.org/learn/ai","[{""skills"":""Machine Learning""},{""skills"":""Deep Learning""},{""skills"":""Long Short-Term Memory (ISTM)""},{""skills"":""Apache Spark""}]","","Applied AI with DeepLearning"
"1574263498-1423","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=5&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Mathematical Thinking in Computer ScienceNational Research University Higher School of EconomicsCOURSE4.5(639)34kstudentsBeginner LevelBeginner","https://www.coursera.org/learn/what-is-a-proof","[{""skills"":""Mathematical Induction""},{""skills"":""Proof Theory""},{""skills"":""Discrete Mathematics""},{""skills"":""Mathematical Logic""}]","","Mathematical Thinking in Computer Science"
"1574263197-1343","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=13&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Detección de objetosUniversitat Autònoma de BarcelonaCOURSE4.6(263)19kstudentsMixed LevelMixed","https://www.coursera.org/learn/deteccion-objetos","[{""skills"":""Machine Learning""},{""skills"":""Algorithms""},{""skills"":""Support Vector Machine (SVM)""},{""skills"":""Object Detection""},{""skills"":""Image Processing""}]","","Detección de objetos"
"1574262649-1192","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=29&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Master of Science in Electrical EngineeringUniversity of Colorado BoulderDEGREEStart the path towards the Master of Science in Electrical Engineering (MS-EE) degree program from the University of Colorado Boulder. Gain foundational knowledge, applied skills, and the latest technological developments in embedded systems, power electronics, photonics, and more.","https://www.coursera.org/degrees/msee-boulder","[]","null",""
"1574262872-1253","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=22&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","AI Workflow: Enterprise Model DeploymentIBMCOURSE5(2)Advanced LevelAdvanced","https://www.coursera.org/learn/ibm-ai-workflow-machine-learning-model-deployment","[{""skills"":""Data Science""},{""skills"":""Information Engineering""},{""skills"":""Artificial Intelligence (AI)""},{""skills"":""Machine Learning""},{""skills"":""Python Programming""}]","","AI Workflow: Enterprise Model Deployment"
"1574263082-1311","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=17&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Анализ данных: финальный проектYandexCOURSE4.7(269)1.7kstudentsAdvanced LevelAdvanced","https://www.coursera.org/learn/data-analysis-project","[{""skills"":""Data Science""},{""skills"":""Machine Learning""},{""skills"":""Vowpal Wabbit""},{""skills"":""Data Visualization (DataViz)""}]","","Анализ данных: финальный проект"
"1574262805-1233","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=24&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Leveraging Unstructured Data with Cloud Dataproc on Google Cloud Platform auf DeutschGoogle CloudCOURSEIntermediate LevelIntermediate","https://www.coursera.org/learn/leveraging-unstructured-data-dataproc-gcp-de","[]","","Leveraging Unstructured Data with Cloud Data Cloud on Google Cloud Platform in English"
"1574263467-1415","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=6&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Guided Tour of Machine Learning in FinanceNew York University Tandon School of EngineeringCOURSE3.8(405)17kstudentsIntermediate LevelIntermediate","https://www.coursera.org/learn/guided-tour-machine-learning-finance","[]","","Guided Tour of Machine Learning in Finance"
"1574263488-1421","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=6&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","How Google does Machine LearningGoogle CloudCOURSE4.6(4,351)50kstudentsIntermediate LevelIntermediate","https://www.coursera.org/learn/google-machine-learning","[{""skills"":""Application Programming Interfaces (API)""},{""skills"":""Inclusive ML""},{""skills"":""Machine Learning""},{""skills"":""Google Cloud Platform""},{""skills"":""Bigquery""}]","","How Google does Machine Learning"
"1574263020-1294","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=18&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Master of Computer Science in Data ScienceUniversity of IllinoisDEGREEOffered by University of Illinois at Urbana-Champaign. Accelerate your career with a flexible, fully-accredited professional Master of Computer Science in Data Science from one of the world’s top programs.","https://www.coursera.org/degrees/masters-in-computer-data-science","[]","null","Master of Computer Science"
"1574263152-1330","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=15&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Data Engineering on Google Cloud Platform en EspañolGoogle CloudSPECIALIZATION4.7(204)7.5kstudentsIntermediate LevelIntermediate","https://www.coursera.org/specializations/gcp-data-machine-learning-es","[]","","Data Engineering on Google Cloud Platform en Español Specialization"
"1574263435-1407","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=7&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Production Machine Learning SystemsGoogle CloudCOURSE4.6(520)4.7kstudentsAdvanced LevelAdvanced","https://www.coursera.org/learn/gcp-production-ml-systems","[]","","Production Machine Learning Systems"
"1574262685-1201","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=28&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Feature Engineering em Português BrasileiroGoogle CloudCOURSE4.5(8)Intermediate LevelIntermediate","https://www.coursera.org/learn/feature-engineering-br","[]","","Feature Engineering em Português Brasileiro"
"1574263455-1413","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=6&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Introduction to Applied Machine LearningAlberta Machine Intelligence InstituteCOURSE4.7(91)3.4kstudentsIntermediate LevelIntermediate","https://www.coursera.org/learn/machine-learning-applied","[]","","Introduction to Applied Machine Learning"
"1574263271-1364","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=11&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Art and Science of Machine Learning auf DeutschGoogle CloudCOURSEIntermediate LevelIntermediate","https://www.coursera.org/learn/art-science-ml-de","[]","","Art and Science of Machine Learning in German"
"1574263461-1414","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=6&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Machine Learning: RegressionUniversity of WashingtonCOURSE4.8(4,430)97kstudentsMixed LevelMixed","https://www.coursera.org/learn/ml-regression","[{""skills"":""Linear Regression""},{""skills"":""Ridge Regression""},{""skills"":""Lasso (Statistics)""},{""skills"":""Regression Analysis""}]","","Machine Learning: Regression"
"1574262636-1188","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=29&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Parallel Programming in JavaRice UniversityCOURSE4.6(678)18kstudentsIntermediate LevelIntermediate","https://www.coursera.org/learn/parallel-programming-in-java","[{""skills"":""Dataflow""},{""skills"":""Parallel Computing""},{""skills"":""Java Concurrency""},{""skills"":""Data Parallelism""}]","","Parallel Programming in Java"
"1574263327-1378","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=10&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","Art and Science of Machine Learning 日本語版Google CloudCOURSE4(5)Intermediate LevelIntermediate","https://www.coursera.org/learn/art-science-ml-jp","[]","","Art and Science of Machine Learning Japanese version"
"1574262681-1200","https://www.coursera.org/search?query=machine%20learning&indices%5Bprod_all_products_term_optimization%5D%5Bpage%5D=28&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BclickAnalytics%5D=true&indices%5Bprod_all_products_term_optimization%5D%5Bconfigure%5D%5BhitsPerPage%5D=10&configure%5BclickAnalytics%5D=true","الشبكات العصبية والتعلم العميقdeeplearning.aiCOURSE4.5(4)Intermediate LevelIntermediate","https://www.coursera.org/learn/neural-networks-deep-learning-ar","[]","","الشبكات العصبية والتعلم العميق"
